Id,Name,Alt_Name,Family,Birth_Date,Death_Date,Earliest_Citation_Date,Latest_Citation_Date,Office Association,Office_Titles,Family_Relation_Type_Note,Family_Relation_Type,Family_Relation_Name,Office_Start_1,Office_End_1,Office_Start_2,Office_End_2,Regions_1,Regions_2,Note,Source (Secondary),Source (Primary)
1053,Hoeswinkel,Hasswinkel?,Hasswinkel,,,1643,1645,Imperial Post of Frankfurt,Postmaster,,,,,,,,HRE,,,"Fleitmann , Wilhelm. Postverbindungen für den Westfälischen Friedenskongreß 1643–1648. In Beiträge zur Geschichte der Post in Westfalen, hrsg. von der Oberpost- direktion Münster. Münster 1969 S. 23–48.",
1054,Aymone Gonteri,,Gonteri,,,1645,1645,Savoyard Post,Postmaster General,,,,,,,,Savoy,Turin,,,"Archivo di Stato di Turino, Poste,  1-3-6"
1055,Pompeo Tassis,,Tassis,,,1584,1646,,,"Son of Antonio Tassis and Lavinia Gottifredi, Grandson of Simone",Child,Antonio Tassis,,,,,,,Born in Rome and dies in Madrid,"Goller, Engelbert. Jakob Henot, Postmeister von Cöln: Ein Beitrag zur Geschichte der Sogenannten Postreformation um die Wende des XVI. Jahrhunderts. Bonn, Germany: Carl Georgi, 1910.",
1056,Francesco Pasini,,Pasini,,,1603,1646,Venetian Company of Couriers,Courier;Deputized Maestro dei Corrier;Gastaldo,,,,1603,,,,Veneto,Venice,Appointed 1603 Feb 26 in place of Benvenuto Pasini,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1057,Antonio Ferraris,,Ferrari,,,1632,1646,Postmaster,Venetian Postmaster of Verona,,,,1632,1646,,,Veneto,Verona,,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, I.1"
1058,Goswin Dulken,,Dulken,,,1646,1646,Imperial Post of Roermond?,Postmaster;Director of Munster-Brussel Route,,,,1646,,,,Germany;HRE,Roermond;Munster;Brussels,Lenghtens post through Utrecht to Amsterdam,"Behringer, Wolfgang. Thurn und Taxis: Die Geschichte ihrer Post und ihrer Unternehmen. Munich: Piper, 1990.",
1059,Ferdinando Tassis,Ferdinand Tassis,Tassis,,1648,1620,1648,Imperial Post in Venice,Postmaster,"Son of Ruggero Tassis, father of Ottavio Tassis; Suspected involvement in Bedmar conspiracy, espionage in Augsburg",Child,Ottavio Tassis,,1648,,,Veneto,Venice,"Son of Ruggero Tassis, father of Ottavio Tassis; Suspected involvement in Bedmar conspiracy, espionage in Augsburg",,
1060,Guarisco Maffei,,Maffeis,,,1636,1648,Venetian Company of Couriers,Corriero maggiore,"Brother (?) to Gio Battista Maffei, sons (?) of Antonio Maffei",Family,Gio Battista Maffei,,,,,Veneto;Lombardy,Venice;Brescia;Desenzano,"Brother (?) to Gio Battista Maffei, sons (?) of Antonio Maffei",,120.1273
1061,Domenico Mojolo,Moiolo,Mojolo,,,1648,1648,Cavallari of Verona,Capo dei Pedoni,,,,,,,,Veneto,Verona,"Handles letters to Milan, Genua, Cremona, Switzerland etc.","Caizzi, Bruno. Dalla posta dei re alla posta di tutti: Territorio e comunicazioni in Italia dal XVI secolo all’Unità. Milan: Franco Angeli, 1993.","Archivio di Stato di Verona, Processi, Uffici pubblici, Cavallari e portalettere, 236.2756"
1062,Giuliano Tonello,,Tonello,,,1648,1648,Cavallari of Brescia,Dispensor,,,,,,,,Veneto;Lombardy,Brescia,,"Caizzi, Bruno. Dalla posta dei re alla posta di tutti: Territorio e comunicazioni in Italia dal XVI secolo all’Unità. Milan: Franco Angeli, 1993.",
1063,Gio Batta Maffei,,Maffeis,,,1650,1650,Venetian Company of Couriers,Courier,"Appears to acquire hosteria Tre corone which serves as the post office in Desenzano through marriage to Brigida, ward of Antonio Amigatio, innkeeper. Brother to Guarisco Maffei and son to Antonio Maffei (?)",Sibling,Guarisco Maffei,,,,,Veneto;Lombardy,Venice;Brescia;Desenzano,"Appears to acquire hosteria Tre corone which serves as the post office in Desenzano through marriage to Brigida, ward of Antonio Amigatio, innkeeper. Brother to Guarisco Maffei and son to Antonio Maffei (?)",,Notarile.Salo.588
1064,Guarisco Maffei,,Maffeis,,,1650,1650,Venetian Company of Couriers,Courier,,,,,,,,Veneto;Lombardy,Venice;Brescia,Tutor (?) to Gio Batta,,
1065,Lorenzo Bordogna Taxis III,Lorenzo III Bordogna de Taxis; Lorenz Bordogna,Bordogna;Tassis,1612,1651,1612,1651,Imperial Post of Tyrol,,,,,1630,1651,,,Tyrol,Trent,,"Taxis-Bordogna, Lamoral, and Erhard Riedel. Zur Geschichte der Freiherren un Graffen Taxis-Bordogna-Valnigra und ihrer Obrist-Erbpostämter zu Bozen, Trient und an der Etsch. Innsbruck, Austria: Wagner, 1955.",
1066,Marzio Mazzei,,Mazzei,,,1646,1651,Tuscan Couriers,Postmaster General,,,,1646,1651,,,Tuscany,Florence,Senator named to office for six years at annual cost of 17.000 scudi,"Chieppi, Sergio. I servizi postali dei Medici dal 1500 al 1737. Arezzo, Italy: Servizio editoriale fiesolano, 1997.",
1067,Arnould de Nouveau,Baron de Lignieres?,Nouveau,,1651?,1651?,1651,French Post,General Intendant,,,,,1651,,,France,Paris,Participates in 1660 Postal Conference in Paris,"Rübsam, Joseph. “Ein internationale Postvertrag aus dem Jahre 1660.” Union Postale 20 (1895): 146–156.",
1068,Iseppo Boschetto,Iseppo Boschetti,Boschetto,,,1646,1654,Postmaster,Venetian Postmaster of Verona,,,,1646,1654,,,Veneto,Verona,,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, I.1"
1069,Baron Wilhelm Taube,,Taube,,,1654,1654,Swedish Post,Swedish Postmaster General Leaseholder,,,,,,,,Sweden;HRE,,"""The first obstacle came in 1654, when Queen Christina gave the Post
Office in fief to baron Wilhelm Taube, most likely as a reward for his services to
the Crown. The official motive for this move, which expressly contravened von
Beijer’s instructions, was to lend the Post Office respect and authority.73""","Linnarsson, Magnus. “The Development of the Swedish Post Office, c. 1600–1721.” In Connecting the Baltic Area: The Swedish Postal System in the Seventeenth Century.",
1070,Íñigo Vélez de Guevara,"II el mozo, III conde de Villamediana y VIII conde de Oñate",Tassis,1597,1658,1597,1655,Spanish State in Naples,Viceroy,Wife Antonia Manrique de la Cerda,Spouse,Antonia Manrique de la Cerda,1648,1658,,,Spain,Madrid,Wife Antonia Manrique de la Cerda,,
1071,Susanna Jakobe von Stauding,Susanna Tassis,Tassis,,1656,1604,1656,,,Wife of Octavio Tassis of Augsburg,Spouse,Octavio Tassis,,,,,,,Wife of Octavio Tassis of Augsburg,,
1072,David Fray,,Fray,,,1615,1656,Imperial Post of Augsburg,Postal Lieutenant,"Lieutenant to Ottavio Tassis and Susanna Jacob Tassis, his widow",,,1615,1656,,,HRE,Augsburg,"Lieutenant to Ottavio Tassis and Susanna Jacob Tassis, his widow",,
1073,Sir Anthony Demarces,,Demarces,,,1658,1659,Royalist spy in French post office,,,,,,,,,England;France,London;Paris,Involved in interception of letters,"Akkerman, Nadine. Invisible Agents: Women and Espionage in Seventeenth-Century Britain. Oxford: Oxford University Press, 2018.",
1074,Carlo Tassis,,Tassis,,,1642,1660,Spanish Post in Rome,Postmaster,,,,1628,,,,,,,,
1075,Graf von Onate und Villamediana,,Villamediana,,,1660,1660,Spanish Post (Madrid),Postmaster;Administrator of the Spanish Correo Mayor,,,,,,,,France;Spain,Madrid,Meets with Lamoral I at 1660 Postal Conference,,
1076,Magnus Gabriel De la Gardie,,Gardie,,,1660,1660,Swedish Post,Chancellor;Postmaster General Leaseholder,,,,,,,,Sweden,,"""Another large archive is the correspondence of Magnus Gabriel De
la Gardie, chancellor of the realm from 1660, who held the Post Office in fief in
the 1670s; a collection that contains a great deal of material regarding the Post
Office.""","Linnarsson, Magnus. “The Development of the Swedish Post Office, c. 1600–1721.” In Connecting the Baltic Area: The Swedish Postal System in the Seventeenth Century.",
1077,Rollin Burin,,Burin,,,1660,1660,French Post,Master of the Foreign Couriers of Paris,,,,,,,,France,Paris,Participates in 1660 Postal Conference in Paris,"Rübsam, Joseph. “Ein internationale Postvertrag aus dem Jahre 1660.” Union Postale 20 (1895): 146–156.",
1078,Wolf Dietrich Tasso,,Tassis,1589,1661,1589,1661,,,,,,,,,,Austria;Tyrol,Innsbruck,,"Tarcisio Bottani, Gianfranco Lazzarini, et al., Genealogia Tasso (Bergamo, Italy: Santini Pubblicità, July 2007), https://www.museodeitasso.com/export /sites/default/documenti/albero-genealogico-casato-tasso.pdf.",
1079,Vincenzo Zappata Tassis,,Tassis;Zapata,,1661,1661,1661,Spanish Post of Sicily,Postmaster,"Son of Vittoria Tassis I, marries Maria Antonia Lentini",Child,Vittoria Tassis I,1634,1661,,,Sicily,,"Son of Vittoria Tassis I, marries Maria Antonia Lentini",,
1080,Michele Angelo Micheli,,Micheli,,,1663,1663,Mantuan Post,Postmaster General,,,,,,,,Lombardy,Mantua,,"Plumidis, Georgio. ""L’organizzazione postale tassiana vista da Venezia. Ricerche presso l’Archivio di Stato di Venezia."" In I Tasso e le poste d’Europa, ed. Bottani, 49-52",
1081,Daniel O'Neill,,O'Neill,1612,1664,1612,1664,English Royal Post,Postmaster General,,,,1661,1664,,,England,London,,ODNB,
1082,Carlo Zupponi,,Giuppone,,,1641,1665,Venetian Company of Couriers,Courier;Gastaldo,,,,,,,,Veneto,Venice,Named gastaldo for life in 1641,"Foppolo, Bonaventura. “La Mariegola della Compagnia dei Corrieri Veneti.” In Le poste dei Tasso, un’impresa in Europa: Contributi in occasione della mostra I Tasso, l’evoluzione delle poste . . . 28 aprile–3 giugno 1984. Edited by Tarcisio Bottani, 13–45. Bergamo, Italy: Comune di Bergamo, 1984.",
1083,Count Karl von Paar,,Paar,,,1665,1665,Austrian Post,Postmaster General,,,,1665,,,,Tyrol,,,,
1084,il Conte Gonteri,,Gonteri,,,1665,1665,Savoyard Post,Postmaster General,,,,,,,,Savoy,Turin,,,"Archivo di Stato di Turino, Poste,  1-4"
1085,Pietro della Rocca,,Rocca,,,1665,1665,French Post in Venice,Postmaster,,,,,,,,France;Veneto,Lyon;Venice,Mentioned in agreement with posts of Savoy,,"Archivo di Stato di Turino, Poste,  1-4"
1086,Alessandrina de' Taxis,Alexandrina de Rye; Grafin von Rye,Tassis,1589,1666,1589,1666,Imperial Post,Postmistress General,,,,1628,1645,,,HRE;Germany;Netherlands,Brussels,,"Behringer, Wolfgang. Thurn und Taxis: Die Geschichte ihrer Post und ihrer Unternehmen. Munich: Piper, 1990.",
1087,Ludwig von Hornigks,,Hornigks,1600,1667,1600,1667,,Jurist,,,,,,,,,,"Author of ""De regali postarum jure""","Behringer, Wolfgang. Im Zeichen des Merkur: Reichsport und Kommunikationsrevolution in der Frühen Neuzeit. Göttingen, Germany: Vandenhoeck & Ruprecht, 2003.",
1088,"Katherine Stanhope, Countess of Chesterfield",,O'Neill,1609,1667,1609,1667,English Royal Post,Postmistress General,Widow of Daniel O'Neale,Spouse,Daniel O'Neale,,,,,England,London,Widow of Daniel O'Neale,"Akkerman, Nadine. Invisible Agents: Women and Espionage in Seventeenth-Century Britain. Oxford: Oxford University Press, 2018.",
1089,John Thurloe,,Thurloe,1616,1668,1616,1668,,,,,,,,,,,,,,
1090,Jerome de Noureau,"Jérome de Nouveau, Baron de Ligniéres; Baron de Lignieres",Noureau,,1668?,1651,1668,French Post,General Intendant,"Inherits office from brother Arnould de Nouveau, Participates in 1660 Postal Conference in Paris",Sibling,Arnould de Nouveau,1651,1668,,,France,Paris,"Inherits office from brother Arnould de Nouveau, Participates in 1660 Postal Conference in Paris","Rübsam, Joseph. “Ein internationale Postvertrag aus dem Jahre 1660.” Union Postale 20 (1895): 146–156.",
1091,Margareta von Beijer,,Beijer,,,1669,1669,Swedish Post,Swedish Postmaster General Leaseholder,"""His widow, Margareta von Beijer, then managed practical operations at the office in Stockholm for a couple of years, but she never exercised any real power over the postal organization of the realm, as Gese Wechel had done.""",Spouse,Margareta von Beijer,,,,,Sweden;HRE,,"""His widow, Margareta von Beijer, then managed practical operations at the office in
Stockholm for a couple of years, but she never exercised any real power over the postal
organization of the realm, as Gese Wechel had done.""","Linnarsson, Magnus. “The Development of the Swedish Post Office, c. 1600–1721.” In Connecting the Baltic Area: The Swedish Postal System in the Seventeenth Century.",
1092,Carlo Cittadino,,Cittadino,,,1661,1673,Spanish Post of Milan,Corriero maggiore,,,,1660,,,,Lombardy,Milan,,,ASM: AG: F: 933;
1093,Conte Lamorale II,Lamoral Claudius Franz von Thurn und Taxis,Tassis,1621,1676,1621,1676,Imperial Post,Postmaster General,Son of Alexandrine von Taxis,Child,Alexandrine von Taxis,1646,1676,,,HRE,,Son of Alexandrine von Taxis,"Behringer, Wolfgang. Thurn und Taxis: Die Geschichte ihrer Post und ihrer Unternehmen. Munich: Piper, 1990.",
1094,Maffeo de Tassis II,,Tassis,1596,1677,1596,1677,Venetian Company of Couriers,Courier;Corriero maggiore,"Son of Giovanni Battista Tasso, grandon of Maffeo Tasso; accompanies diplomatic mission to England; active in consolidating in Northern Italy, resistance from cavallari; Appointed 1616 Aug 27 in place of father; Replaced by Bettin Leoni in 1632",Child,Giovanni Battista Tasso,1616,1632,1627,1649,Veneto,Bergamo;Venice,"Son of Giovanni Battista Tasso, grandon of Maffeo Tasso; accompanies diplomatic mission to England; active in consolidating in Northern Italy, resistance from cavallari; Appointed 1616 Aug 27 in place of father; Replaced by Bettin Leoni in 1632","Tarcisio Bottani, Gianfranco Lazzarini, et al., Genealogia Tasso (Bergamo, Italy: Santini Pubblicità, July 2007), https://www.museodeitasso.com/export /sites/default/documenti/albero-genealogico-casato-tasso.pdf.; Rea. Le poste di Bergamo;Foppolo Compagnia",Tass.D.7.11
1095,Alvise Tasso II,,Tassis,,,1677,1677,Venetian Company of Couriers,Courier,Son of Cristoforo Tasso II,Child,Cristoforo Tasso II,1677,,,,Veneto,Venice,Son of Cristoforo Tasso II,,
1096,Flaminius Tassis,Flaminio,Tassis,,,1679,1679,State in Bergamo,Councilor,,,,,,,,Lombardy;Veneto,Bergamo,,,
1097,Johan Gustav von Beijer,,Beijer,,,1680,1680,Swedish Post (Stockholm),Postmaster,"""At their side they had Johan Gustav von Beijer, the son of the former postmaster Johan von Beijer, who was postmaster at the Post Office in Stockholm. The younger von Beijer’s standing in the Post Office is a matter of some confusion. He was called ‘post director’ in some ordinances, but in the formal regulations he was only given the title ‘postmaster in Stockholm’."" (43)",Child,Johan Gustav von Beijer,,,,,Sweden;HRE,,"""At their side they had Johan Gustav von Beijer, the son of the former postmaster
Johan von Beijer, who was postmaster at the Post Office in Stockholm. The
younger von Beijer’s standing in the Post Office is a matter of some confusion.
He was called ‘post director’ in some ordinances, but in the formal regulations
he was only given the title ‘postmaster in Stockholm’."" (43)","Linnarsson, Magnus. “The Development of the Swedish Post Office, c. 1600–1721.” In Connecting the Baltic Area: The Swedish Postal System in the Seventeenth Century.",
1098,Lars Skragge,,Skragge,,,1680,1680,Swedish Post,Chief Accountant,,,,,,,,Sweden;HRE,,,"Linnarsson, Magnus. “The Development of the Swedish Post Office, c. 1600–1721.” In Connecting the Baltic Area: The Swedish Postal System in the Seventeenth Century.",
1099,Samuel Åkerhielm,,Åkerhielm,,,1680,1680,Swedish Post,Secretary of the Chancer Board;Swedish Postmaster General Fiefholder,,,,,,,,Sweden;HRE,,"""Åkerhielm’s is a typical example of an official government career in the Swedish realm at this point. He came from a clerical family, and had studied at the universities in Uppsala and in Leiden, the Dutch Republic.""","Linnarsson, Magnus. “The Development of the Swedish Post Office, c. 1600–1721.” In Connecting the Baltic Area: The Swedish Postal System in the Seventeenth Century.",
1100,Bartolomeo Ugolini,,Ugolino,,,1654,1681,Tuscan Couriers,Postmaster General,,,,1651,1654,1654,1681,Tuscany,Florence,"Senator, initially for three years at annual rate of 13.400 scudi, valid for the procacci of Venice, Ancona, Rome and Perugia, bu tnot the posts of Siena, Pisa, and Loivorno; second contract begins 1654 for annual cost of 19.050 including posts of Pisa and Livorno but excluding Siena and Pistoia","Chieppi, Sergio. I servizi postali dei Medici dal 1500 al 1737. Arezzo, Italy: Servizio editoriale fiesolano, 1997.",
1101,Franceso Campolongo,,Campolongo,,,1661,1682,Mantuan Post,Postmaster General,,,,,1682,,,Lombardy,Mantua,,"Plumidis, Georgio. ""L’organizzazione postale tassiana vista da Venezia. Ricerche presso l’Archivio di Stato di Venezia."" In I Tasso e le poste d’Europa, ed. Bottani, 49-52",
1102,Barone Franz Werner Thurn- Valsassina und Taxis,,Tassis,1633,1685,1633,1685,,,,,,,,,,Austria,Innsbruck,,"Tarcisio Bottani, Gianfranco Lazzarini, et al., Genealogia Tasso (Bergamo, Italy: Santini Pubblicità, July 2007), https://www.museodeitasso.com/export /sites/default/documenti/albero-genealogico-casato-tasso.pdf.",
1103,Lucia Ropele Taxis Bordogna,,Bordogna,,,1651,1688,Imperial Post of Tyrol (Trent),Postmistress,,,,1651,1688,,,Alto Adige;HRE;Tyrol,Trent,,"Brunet, Francesca. “Per essere quest’ufficio la chiave dell’Italia e Germania . . .”: La famiglia Taxis Bordogna e le comunicazioni postali nell’area di Trento e Bolzano (sec. XVI–XVIII). Bergamo, Italy: Museo dei Tasso e della Storia Postale and Corponove, 2018.",
1104,Isaac Dorislaus II,,Dorislaus,,1688,1660,1688,English Royal Post,Manager,,,,1660,1688,,,England,London,,ODNB,
1105,Jean de Bors,,Bors,,,1689,1689,Imperial Post of Roermond?,Postmaster,,,,,,,,HRE,,,,
1106,Johan Jakob Vees,,Vees,,,1690,1690,Saxon Posts of Kursachs (Cossacks?),Postmaster,Name refers to both father and son,,,,,,,Germany;HRE,,Name refers to both father and son,,
1107,Luca Comenduna,Comenduni; Comendunus,Comenduno,,,1690,1690,Venetian Company of Couriers,Courier,,,,,,,,Lombardy;Veneto,Bergamo;Venice,Appointed vice gastaldo in Rome in 1605,"Rea, Fernando. Le poste a Bergamo. Bergamo, Italy: Società Editrice Bergamasca, 1976.",
1108,Barone Ottavio Tasso,,Tassis,1615,1691,1591,1691,Imperial Post in Venice,Baron;Postmaster General,,,,1649,,,,Veneto,Venice,,"Tarcisio Bottani, Gianfranco Lazzarini, et al., Genealogia Tasso (Bergamo, Italy: Santini Pubblicità, July 2007), https://www.museodeitasso.com/export /sites/default/documenti/albero-genealogico-casato-tasso.pdf.; Foppolo. I Tasso e le psote",
1109,Louvois,,Louvois,,,1663,1691,French Post,Superintendant of posts and relays stations,,,,1663,1691,,,France,,,,
1110,Lazzaro Tassis,Cristoforo Tassis,Tassis,,,1691,1691,Venetian Company of Couriers,Courier,,,,,,,,Veneto,Venice,,"Plumidis, Georgio. ""L’organizzazione postale tassiana vista da Venezia. Ricerche presso l’Archivio di Stato di Venezia."" In I Tasso e le poste d’Europa, ed. Bottani, 49-52",
1111,Bettin Leoni,Leone,Leone,,,1632,1693,Venetian Company of Couriers;Venetian Company of Couriers (Verona),Courier;Postmaster,,,,1632,,1654,1693,Veneto,Verona,Appointed courier 1632 Oct 8 in place of Maffio Tasso,,"Archivio di Stato di Venezia, Compagnia dei Corrieri, I.1;Archivio di Stato di Venezia, Compagnia dei Corrieri, 25"
1112,Giuseppe Miselli,Giuseppe Burattino,Miselli,,1695,1695,1695,Papal Post,Corriere straordinario dello Stato pontificio e Coaffittuario della stazione di posta a Castelnuovo di Port,,,,,,,,Lazio,Rome,,"Serra, Armando. “ ‘Monopolio naturale’: Di autori postali nella produzione di guide italiane d’Europa, fonti storico-postali tra cinque e ottocento.” Archivio per la storia postale 5, no. 14–15 (2003): 14–15.",
